,lat,lng,views,dbscan
1578,65.05018,-147.445903,37,4
1579,65.050177,-147.445912,46,4
1580,64.92948,-147.628759,35,4
1581,64.929477,-147.628737,42,4
1582,64.929361,-147.628575,34,4
1583,64.929397,-147.628542,33,4
1584,64.929172,-147.629256,39,4
1585,64.929161,-147.629331,36,4
1586,61.509033,-148.995305,489,0
1587,64.906697,-147.5954,40,4
1588,64.906697,-147.595398,56,4
1589,64.906736,-147.595403,35,4
1590,64.906605,-147.595292,33,4
1591,58.7375,-93.819166,146,28
1592,59.573812,-133.706102,2464,96
1593,49.879196,-97.153595,234,1
1594,51.220781,-114.048557,4185,58
1595,51.126691,-114.133509,446,58
1596,51.03802,-114.045925,528,58
1597,59.573812,-133.706102,4461,96
1598,59.573812,-133.706102,2885,96
1599,59.573812,-133.706102,3706,96
1600,40.660497,-89.389926,1183,80
1601,40.660485,-89.389856,2110,80
1602,40.660953,-89.390054,1516,80
1603,46.736666,-91.572223,2913,-1
1604,51.483001,-78.739166,987,38
1605,51.483001,-78.739166,931,38
1606,51.483001,-78.739166,833,38
1607,53.279504,-113.390908,660,26
1608,51.483373,-78.709466,940,38
1609,51.483373,-78.709466,728,38
1610,51.483373,-78.709466,815,38
1611,51.483373,-78.709466,754,38
1612,51.483373,-78.709466,813,38
1613,51.483001,-78.739166,671,38
1614,65.159243,-147.347137,7363,4
1615,64.860266,-147.733475,967,4
1616,45.332787,-75.784764,1206,16
1617,62.533386,-114.201014,57,8
1618,65.046388,-147.45172,5222,4
1619,61.04349,-138.389014,5653,97
1620,61.042285,-138.390494,4585,97
1621,43.738452,-69.798588,64,39
1622,43.872668,-69.701013,9993,39
1623,44.788855,-87.660942,147,98
1624,43.872668,-69.701013,8265,39
1625,50.42755,-90.643131,15515,99
1626,50.42755,-90.643131,24702,99
1627,67.810452,-115.196539,19924,19
1628,67.810386,-115.196698,6247,19
1629,67.828652,-115.093389,1252,19
1630,49.319975,-103.249897,55,100
1631,49.319975,-103.249897,43,100
1632,49.319975,-103.249897,41,100
1633,49.319975,-103.249897,41,100
1634,49.319975,-103.249897,63,100
1635,49.319975,-103.249897,48,100
1636,61.203547,-150.01566,1000,30
1637,62.5377,-114.146833,533,8
1638,62.5377,-114.146833,684,8
1639,62.5377,-114.146833,2923,8
1640,67.828569,-115.093106,2168,19
1641,54.079594,-122.36262,234,-1
1642,59.573812,-133.706102,913,96
1643,50.427494,-90.642014,4003,99
1644,61.042295,-138.390537,14761,97
1645,44.087188,-80.287514,173,-1
1646,54.295886,-122.655453,741,-1
1647,47.003921,-71.39849,525,61
1648,45.757957,-84.963916,1150,67
1649,49.378279,-123.279583,15968,22
1650,45.783872,-84.72302,166,67
1651,45.698333,-69.725833,9427,-1
1652,45.78858,-84.7313,99,67
1653,45.199438,-85.561225,318,92
1654,44.681805,-79.319518,894,60
1655,43.738452,-69.798588,175,39
1656,44.681775,-79.319733,11188,60
1657,60.880469,-135.465923,77,31
1658,60.880461,-135.46592,114,31
1659,60.880436,-135.466012,150,31
1660,60.880444,-135.466012,104,31
1661,60.880463,-135.465925,147,31
1662,46.979395,-114.178301,7025,101
1663,46.97941,-114.181905,2570,101
1664,46.979502,-114.19367,1879,101
1665,44.850514,-87.550048,4668,98
1666,49.879108,-97.153494,372,1
1667,45.757957,-84.963916,622,67
1668,49.879094,-97.153515,260,1
1669,44.668187,-87.747405,119,98
1670,45.757957,-84.963916,921,67
1671,45.757957,-84.963916,612,67
1672,45.757957,-84.963916,616,67
1673,45.757957,-84.963916,1648,67
1674,45.757957,-84.963916,570,67
1675,45.757957,-84.963916,875,67
1676,45.757957,-84.963916,926,67
1677,45.757957,-84.963916,460,67
1678,67.047653,-150.068776,988,24
1679,54.772814,-111.987907,3548,-1
1680,45.678735,-111.027241,2828,102
1681,45.6789,-111.027199,2911,102
1682,45.678735,-111.027113,2878,102
1683,63.565063,-149.806022,5223,-1
1684,63.565063,-149.806022,5658,-1
1685,47.744705,-115.38376,11074,-1
1686,50.581601,-122.426319,6876,74
1687,40.040987,-82.964458,450,63
1688,40.040987,-82.964458,1574,63
1689,40.040987,-82.964458,995,63
1690,40.040987,-82.964458,684,63
1691,40.040987,-82.964458,405,63
1692,40.040987,-82.964458,454,63
1693,40.040987,-82.964458,602,63
1694,40.040987,-82.964458,521,63
1695,40.040987,-82.964458,434,63
1696,40.040987,-82.964458,812,63
1697,50.144139,-97.022098,1108,1
1698,49.817163,-103.742953,1215,48
1699,50.343735,-122.474416,1490,74
1700,49.785981,-123.250411,237,22
1701,49.785981,-123.250411,244,22
1702,49.785981,-123.250411,203,22
1703,45.068333,-85.707223,1186627,92
1704,50.901084,-115.634021,8568,52
1705,49.559696,-123.236925,9638,22
1706,44.800199,-85.207599,2190,-1
1707,38.971354,-120.393719,64815,-1
1708,45.8025,-68.893611,1259,33
1709,45.8025,-68.893611,987,33
1710,45.8025,-68.893611,856,33
1711,45.8025,-68.893611,885,33
1712,45.8025,-68.893611,1354,33
1713,47.661861,-122.435556,28298,-1
1714,49.879196,-97.153595,210,1
1715,46.628383,-112.041846,586,72
1716,48.528862,-113.993185,746,-1
1717,53.44758,-113.825798,456,26
1718,49.879196,-97.153595,154,1
1719,49.879196,-97.153595,145,1
1720,53.598929,-113.262165,1212,26
1721,53.598929,-113.262101,1091,26
1722,53.598954,-113.262144,899,26
1723,53.598916,-113.262144,1913,26
1724,50.072361,-88.972128,515,-1
1725,44.975902,-110.699433,1369,-1
1726,49.816388,-103.743212,10486,48
1727,49.816941,-103.743212,5311,48
1728,49.816388,-103.743212,519,48
1729,48.433955,-120.135998,1808,103
1730,49.816194,-103.743253,1026,48
1731,49.559481,-123.236249,23498,22
1732,64.994832,-147.530261,126,4
1733,51.483001,-78.739166,1292,38
1734,51.482732,-78.737919,902,38
1735,51.483001,-78.739166,791,38
1736,49.816444,-103.742931,1386,48
1737,49.816444,-103.742931,552,48
1738,49.816444,-103.742931,484,48
1739,45.266611,-121.741217,853,104
1740,50.524088,-98.052291,582,-1
1741,41.711905,-93.755806,44,105
1742,41.711905,-93.755806,51,105
1743,41.711905,-93.755806,40,105
1744,41.711905,-93.755806,48,105
1745,41.711905,-93.755806,42,105
1746,41.711905,-93.755806,54,105
1747,41.711905,-93.755806,52,105
1748,41.711905,-93.755806,43,105
1749,41.711905,-93.755806,50,105
1750,41.711905,-93.755806,49,105
1751,41.711905,-93.755806,47,105
1752,41.711905,-93.755806,46,105
1753,41.711905,-93.755806,48,105
1754,41.711905,-93.755806,39,105
1755,41.711905,-93.755806,49,105
1756,41.711905,-93.755806,51,105
1757,41.711905,-93.755806,47,105
1758,41.711905,-93.755806,51,105
1759,41.711905,-93.755806,49,105
1760,41.711905,-93.755806,57,105
1761,41.711905,-93.755806,54,105
1762,41.593757,-93.952353,406,105
1763,41.711894,-93.755806,77,105
1764,45.267456,-121.742336,4365,104
1765,46.902867,-81.631655,109,106
1766,46.902867,-81.631655,182,106
1767,46.902867,-81.631655,97,106
1768,46.902867,-81.631655,104,106
1769,46.902867,-81.631655,91,106
1770,46.902867,-81.631655,79,106
1771,45.267093,-121.741991,9408,104
1772,45.267177,-121.742139,1328,104
1773,45.267018,-121.74199,855,104
1774,48.756262,-114.887166,1439,-1
1775,51.212655,-113.836639,295,58
1776,51.212636,-113.836639,414,58
1777,65.046088,-147.406836,5884,4
1778,51.242931,-115.494954,327,52
1779,51.242931,-115.494954,372,52
1780,51.242931,-115.494954,299,52
1781,45.78798,-84.730424,315,67
1782,44.121852,-77.384262,82,-1
1783,44.121236,-77.38497,91,-1
1784,50.296467,-96.683893,2539,1
1785,50.296543,-96.684365,5149,1
1786,50.011793,-96.854653,1190,1
1787,48.475368,-92.798895,4559,107
1788,48.475339,-92.798852,4152,107
1789,55.780893,-97.858357,72,56
1790,55.780893,-97.858357,51,56
1791,55.780893,-97.858357,51,56
1792,55.780893,-97.858357,49,56
1793,55.780893,-97.858357,55,56
1794,55.780893,-97.858357,56,56
1795,55.780893,-97.858357,138,56
1796,55.780893,-97.858357,73,56
1797,55.780893,-97.858357,56,56
1798,55.780893,-97.858357,58,56
1799,55.780893,-97.858357,62,56
1800,55.780893,-97.858357,49,56
1801,55.780893,-97.858357,68,56
1802,55.780893,-97.858357,63,56
1803,55.780893,-97.858357,52,56
1804,55.780893,-97.858357,71,56
1805,55.780893,-97.858357,57,56
1806,55.780893,-97.858357,56,56
1807,55.780893,-97.858357,108,56
1808,55.780893,-97.858357,59,56
1809,55.780893,-97.858357,76,56
1810,57.792729,-152.433006,2970,108
1811,57.830587,-152.364513,1439,108
1812,48.475794,-92.799625,5140,107
1813,57.840388,-152.449743,2048,108
1814,48.444262,-120.199184,1724,103
1815,48.475965,-92.799453,6771,107
1816,43.509748,-84.075794,69,109
1817,43.509872,-84.075837,92,109
1818,43.509903,-84.075837,75,109
1819,43.509748,-84.075751,81,109
1820,67.087892,-157.857871,94,110
1821,67.087892,-157.857871,99,110
1822,67.087892,-157.857871,127,110
1823,67.087892,-157.857871,169,110
1824,67.087892,-157.857871,101,110
1825,67.087892,-157.857871,167,110
1826,67.087892,-157.857871,174,110
1827,67.087892,-157.857871,584,110
1828,67.087892,-157.857871,244,110
1829,64.753742,-147.314214,2153,4
1830,65.046025,-147.406986,16810,4
1831,55.066666,-115.583334,2227,-1
1832,56.383333,-120,1071,-1
1833,57.3,-123.55,2664,-1
1834,57.416666,-124.033334,692,-1
1835,59.573812,-133.706102,1568,96
1836,52.543894,-103.69096,5499,-1
1837,46.771026,-84.955708,173,34
1838,54.772573,-128.778648,682,111
1839,54.76782,-128.775558,1906,111
1840,54.772276,-128.775043,1366,111
1841,65.046451,-147.406504,2213,4
1842,65.046351,-147.406783,2088,4
1843,65.046396,-147.406482,2405,4
1844,65.046333,-147.406697,2218,4
1845,65.046378,-147.406611,2342,4
1846,65.045627,-147.40837,3419,4
1847,61.465277,-148.793056,1476,0
1848,65.046098,-147.406589,1605,4
1849,61.465277,-148.793334,2254,0
1850,61.465277,-148.793056,2514,0
1851,61.465277,-148.793334,2091,0
1852,51.95833,-102.071978,165,-1
1853,62.361755,-150.255846,344,18
1854,55.780893,-97.858357,61,56
1855,55.780893,-97.858357,65,56
1856,55.780893,-97.858357,102,56
1857,55.780893,-97.858357,70,56
1858,55.780893,-97.858357,67,56
1859,55.780893,-97.858357,59,56
1860,55.780893,-97.858357,51,56
1861,55.780893,-97.858357,69,56
1862,55.780893,-97.858357,71,56
1863,55.780893,-97.858357,56,56
1864,55.780893,-97.858357,61,56
1865,55.780893,-97.858357,111,56
1866,55.780893,-97.858357,64,56
1867,55.780893,-97.858357,107,56
1868,55.780893,-97.858357,67,56
1869,55.780893,-97.858357,76,56
1870,42.627643,-83.729209,1813,-1
1871,55.780893,-97.858357,59,56
1872,55.780893,-97.858357,69,56
1873,43.367091,-86.187443,540,77
1874,63.717647,-149.011917,21215,12
1875,63.690726,-148.90995,36859,12
1876,61.496655,-149.045505,258,0
1877,61.502921,-149.046363,457,0
1878,61.504396,-149.043874,317,0
1879,60.649141,-135.24,326,31
1880,60.649113,-135.239992,333,31
1881,60.649116,-135.240028,273,31
1882,60.649113,-135.24,257,31
1883,60.649133,-135.239953,296,31
1884,60.649111,-135.23997,269,31
1885,60.649108,-135.239953,267,31
1886,60.649127,-135.239948,262,31
1887,60.649144,-135.239937,279,31
1888,60.649133,-135.239925,732,31
1889,60.649102,-135.23995,290,31
1890,60.6491,-135.239956,344,31
1891,60.6491,-135.239942,274,31
1892,60.649075,-135.239909,298,31
1893,60.649122,-135.239942,282,31
1894,60.649113,-135.239953,291,31
1895,60.649116,-135.239953,985,31
1896,60.649155,-135.239398,264,31
1897,60.649155,-135.239453,229,31
1898,60.649161,-135.239453,243,31
1899,60.64905,-135.240012,283,31
1900,60.64905,-135.240012,279,31
1901,60.64905,-135.240012,297,31
1902,60.649061,-135.239867,282,31
1903,60.649061,-135.239867,266,31
1904,60.649061,-135.239867,1255,31
1905,60.649061,-135.239867,295,31
1906,64.877922,-148.050749,94,4
1907,64.877922,-148.050749,77,4
1908,64.877922,-148.050749,70,4
1909,64.877922,-148.050749,72,4
1910,64.877922,-148.050749,103,4
1911,64.877922,-148.050749,88,4
1912,64.877922,-148.050749,76,4
1913,50.428613,-90.641842,5465,99
1914,64.994832,-147.530261,56,4
1915,64.994832,-147.530261,65,4
1916,64.994832,-147.530261,76,4
1917,64.994832,-147.530261,64,4
1918,64.994832,-147.530261,75,4
1919,64.994832,-147.530261,59,4
1920,64.994832,-147.530261,62,4
1921,64.994832,-147.530261,91,4
1922,64.994832,-147.530261,153,4
1923,64.994832,-147.530261,73,4
1924,64.994832,-147.530261,101,4
1925,64.994832,-147.530261,100,4
1926,64.994832,-147.530261,137,4
1927,64.994832,-147.530261,67,4
1928,64.994832,-147.530261,99,4
1929,64.994832,-147.530261,71,4
1930,64.994832,-147.530261,84,4
1931,64.994832,-147.530261,74,4
1932,64.994832,-147.530261,73,4
1933,64.994832,-147.530261,71,4
1934,64.994832,-147.530261,56,4
1935,64.994832,-147.530261,67,4
1936,64.994832,-147.530261,60,4
1937,64.994832,-147.530261,93,4
1938,64.994832,-147.530261,64,4
1939,64.994832,-147.530261,96,4
1940,64.994832,-147.530261,72,4
1941,64.994832,-147.530261,75,4
1942,64.994832,-147.530261,72,4
1943,64.994832,-147.530261,58,4
1944,64.994832,-147.530261,53,4
1945,64.994832,-147.530261,75,4
1946,64.994832,-147.530261,50,4
1947,64.994832,-147.530261,53,4
1948,64.994832,-147.530261,54,4
1949,64.994832,-147.530261,47,4
1950,64.994832,-147.530261,56,4
1951,64.994832,-147.530261,56,4
1952,64.994832,-147.530261,78,4
1953,64.994832,-147.530261,51,4
1954,64.994832,-147.530261,69,4
1955,64.994832,-147.530261,47,4
1956,64.994832,-147.530261,63,4
1957,64.994832,-147.530261,60,4
1958,64.994832,-147.530261,54,4
1959,64.994832,-147.530261,78,4
1960,64.994832,-147.530261,49,4
1961,64.994832,-147.530261,52,4
1962,64.994832,-147.530261,57,4
1963,64.994832,-147.530261,56,4
1964,64.994832,-147.530261,82,4
1965,64.994832,-147.530261,53,4
1966,64.994832,-147.530261,48,4
1967,64.994832,-147.530261,60,4
1968,64.994832,-147.530261,50,4
1969,64.994832,-147.530261,62,4
1970,64.994832,-147.530261,88,4
1971,64.994832,-147.530261,65,4
1972,64.994832,-147.530261,66,4
1973,64.994832,-147.530261,72,4
1974,64.994832,-147.530261,55,4
1975,64.994832,-147.530261,72,4
1976,64.994832,-147.530261,69,4
1977,64.994832,-147.530261,60,4
1978,64.994832,-147.530261,59,4
1979,64.994832,-147.530261,51,4
1980,64.994832,-147.530261,43,4
1981,64.994832,-147.530261,79,4
1982,64.994832,-147.530261,92,4
1983,64.994832,-147.530261,53,4
1984,64.994832,-147.530261,52,4
1985,64.994832,-147.530261,71,4
1986,38.89646,-77.055798,8203,17
1987,64.883596,-146.860363,66,4
1988,64.883596,-146.860363,50,4
1989,64.883596,-146.860363,47,4
1990,64.883596,-146.860363,47,4
1991,64.883596,-146.860363,47,4
1992,64.883596,-146.860363,53,4
1993,64.883596,-146.860363,45,4
1994,64.883596,-146.860363,55,4
1995,64.883596,-146.860363,62,4
1996,64.883596,-146.860363,51,4
1997,64.883596,-146.860363,47,4
1998,64.883596,-146.860363,37,4
1999,64.883596,-146.860363,25,4
2000,64.883596,-146.860363,45,4
2001,64.883596,-146.860363,19,4
2002,64.883596,-146.860363,33,4
2003,64.883596,-146.860363,28,4
2004,64.883596,-146.860363,27,4
2005,64.883596,-146.860363,33,4
2006,64.883596,-146.860363,26,4
2007,64.883596,-146.860363,24,4
2008,64.883596,-146.860363,20,4
2009,64.883596,-146.860363,34,4
2010,64.883596,-146.860363,25,4
2011,64.883596,-146.860363,25,4
2012,60.905747,-135.172031,579,31
2013,60.905747,-135.172031,706,31
2014,60.905747,-135.172031,634,31
2015,60.905747,-135.172031,555,31
2016,60.905747,-135.172031,653,31
2017,60.905747,-135.172031,503,31
2018,60.905747,-135.172031,651,31
2019,60.905747,-135.172031,544,31
2020,60.905747,-135.172031,399,31
2021,60.905747,-135.172031,527,31
2022,60.905747,-135.172031,663,31
2023,60.905747,-135.172031,684,31
2024,60.905747,-135.172031,558,31
2025,60.905747,-135.172031,560,31
2026,60.905747,-135.172031,354,31
2027,60.905747,-135.172031,640,31
2028,60.905747,-135.172031,561,31
2029,60.905747,-135.172031,454,31
2030,60.905747,-135.172031,550,31
2031,60.905747,-135.172031,1004,31
2032,60.905747,-135.172031,582,31
2033,60.905747,-135.172031,521,31
2034,60.905747,-135.172031,427,31
2035,60.905747,-135.172031,548,31
2036,60.905747,-135.172031,575,31
2037,60.905747,-135.172031,490,31
2038,60.905747,-135.172031,455,31
2039,60.905747,-135.172031,541,31
2040,60.905747,-135.172031,378,31
2041,60.905747,-135.172031,409,31
2042,60.905747,-135.172031,440,31
2043,60.905747,-135.172031,508,31
2044,60.905747,-135.172031,480,31
2045,60.905747,-135.172031,434,31
2046,60.905747,-135.172031,515,31
2047,60.905747,-135.172031,620,31
2048,60.905747,-135.172031,469,31
2049,60.905747,-135.172031,575,31
2050,60.905747,-135.172031,595,31
2051,60.905747,-135.172031,616,31
2052,60.905747,-135.172031,530,31
2053,60.905747,-135.172031,842,31
2054,60.905747,-135.172031,452,31
2055,60.905747,-135.172031,505,31
2056,60.905747,-135.172031,281,31
2057,60.905747,-135.172031,476,31
2058,60.905747,-135.172031,512,31
2059,60.905747,-135.172031,489,31
2060,60.905747,-135.172031,492,31
2061,60.905747,-135.172031,484,31
2062,60.905747,-135.172031,500,31
2063,60.905747,-135.172031,407,31
2064,60.905747,-135.172031,534,31
2065,60.905747,-135.172031,628,31
2066,60.905747,-135.172031,393,31
2067,60.905747,-135.172031,324,31
2068,60.905747,-135.172031,390,31
2069,60.905747,-135.172031,397,31
2070,60.905747,-135.172031,436,31
2071,55.780893,-97.858357,95,56
2072,55.780893,-97.858357,72,56
2073,55.780893,-97.858357,65,56
2074,55.780893,-97.858357,75,56
2075,55.780893,-97.858357,59,56
2076,55.780893,-97.858357,61,56
2077,55.780893,-97.858357,116,56
2078,55.780893,-97.858357,57,56
2079,55.780893,-97.858357,65,56
2080,55.780893,-97.858357,64,56
2081,55.780893,-97.858357,100,56
2082,55.780893,-97.858357,54,56
2083,55.780893,-97.858357,91,56
2084,55.780893,-97.858357,68,56
2085,55.780893,-97.858357,82,56
2086,55.780893,-97.858357,85,56
2087,55.780893,-97.858357,58,56
2088,55.780893,-97.858357,58,56
2089,55.780893,-97.858357,47,56
2090,55.780893,-97.858357,55,56
2091,55.780893,-97.858357,70,56
2092,55.780893,-97.858357,55,56
2093,55.780893,-97.858357,66,56
2094,55.780893,-97.858357,45,56
2095,55.780893,-97.858357,50,56
2096,55.780893,-97.858357,53,56
2097,55.780893,-97.858357,58,56
2098,55.780893,-97.858357,59,56
2099,55.780893,-97.858357,67,56
2100,55.780893,-97.858357,134,56
2101,55.780893,-97.858357,60,56
2102,55.780893,-97.858357,70,56
2103,55.780893,-97.858357,81,56
2104,55.780893,-97.858357,67,56
2105,50.427772,-90.64187,3738,99
2106,65.115333,-147.499334,264,4
2107,65.1155,-147.499834,121,4
2108,65.115666,-147.499834,155,4
2109,65.1155,-147.499834,228,4
2110,65.1155,-147.5,129,4
2111,65.1155,-147.5,336,4
2112,65.115666,-147.5,177,4
2113,65.1155,-147.5,262,4
2114,65.1155,-147.5,199,4
2115,65.1155,-147.499834,322,4
2116,62.503601,-114.224853,183,8
2117,39.783666,-95.89527,146,112
2118,39.78355,-95.897308,170,112
2119,39.783831,-95.896643,156,112
2120,50.643296,-107.956391,1200,-1
2121,50.643283,-107.955887,1956,-1
2122,45.488268,-75.312352,2541,-1
2123,42.629423,-88.131594,1295,113
2124,39.7836,-95.890656,149,112
2125,42.628434,-88.130779,1102,113
2126,43.080083,-85.059859,471,-1
2127,42.532149,-88.077395,960,113
2128,43.892897,-70.256237,264,-1
2129,44.544483,-77.11029,409,15
2130,51.489119,-78.749721,881,38
2131,44.840047,-78.438799,273,53
2132,69.448154,-133.03276,3719,114
2133,44.840108,-78.438155,1166,53
2134,61.504191,-149.03572,240,0
2135,61.501775,-149.033102,42,0
2136,51.484376,-78.739013,613,38
2137,51.484376,-78.739013,529,38
2138,51.484376,-78.739013,602,38
2139,51.484376,-78.739013,546,38
2140,51.484376,-78.739013,565,38
2141,51.484376,-78.739013,501,38
2142,51.484376,-78.739013,495,38
2143,51.484376,-78.739013,596,38
2144,51.484376,-78.739013,708,38
2145,51.484376,-78.739013,511,38
2146,51.484376,-78.739013,742,38
2147,51.484376,-78.739013,506,38
2148,51.484376,-78.739013,491,38
2149,51.484376,-78.739013,499,38
2150,61.502635,-149.030957,97,0
2151,51.484376,-78.739013,513,38
2152,51.484376,-78.739013,891,38
2153,51.484376,-78.739013,479,38
2154,51.484376,-78.739013,795,38
2155,61.501304,-149.032244,291,0
2156,61.502635,-149.030957,46,0
2157,61.502635,-149.030957,39,0
2158,61.502635,-149.030957,42,0
2159,61.502635,-149.030957,60,0
2160,61.502635,-149.030957,54,0
2161,52.095486,-106.685142,757,-1
2162,61.502635,-149.030957,35,0
2163,61.502635,-149.030957,37,0
2164,61.502635,-149.030957,43,0
2165,62.096672,-146.168292,1870,115
2166,64.844805,-147.811431,1008,4
2167,48.452538,-101.57606,17330,-1
2168,64.50222,-165.403976,654,116
2169,64.50222,-165.403976,636,116
2170,37.94308,-119.026458,21109,-1
2171,47.680948,-117.626988,281,-1
2172,44.743273,-79.293952,2229,60
2173,47.681013,-117.626849,231,-1
2174,45.542088,-92.775002,357,87
2175,62.446552,-114.363276,124,8
2176,62.446264,-114.362268,181,8
2177,62.446602,-114.363534,168,8
2178,62.446458,-114.36348,230,8
2179,62.446552,-114.363276,123,8
2180,62.446552,-114.363276,135,8
2181,62.446552,-114.363276,80,8
2182,62.446552,-114.363276,81,8
2183,62.446552,-114.363276,85,8
2184,62.446552,-114.363276,120,8
2185,62.446552,-114.363276,100,8
2186,62.446552,-114.363276,81,8
2187,62.446552,-114.363276,82,8
2188,62.446552,-114.363276,83,8
2189,62.446552,-114.363276,72,8
2190,62.446324,-114.360809,103,8
2191,62.446552,-114.363276,76,8
2192,62.446552,-114.363276,77,8
2193,62.446552,-114.363276,106,8
2194,62.446552,-114.363276,78,8
2195,62.446552,-114.363276,82,8
2196,45.489832,-75.31233,887,-1
2197,44.681775,-79.319615,331,60
2198,53.66192,-113.689066,323,26
2199,53.659403,-113.650635,1138,26
2200,53.659212,-113.65042,719,26
2201,44.681958,-79.319272,1070,60
2202,44.116907,-76.906378,285,-1
2203,45.236731,-79.464282,144,60
2204,45.238725,-79.462351,178,60
2205,43.68367,-79.993472,1035,-1
2206,39.529408,-88.001614,1587,-1
2207,64.50222,-165.403976,136,116
2208,64.50222,-165.403976,125,116
2209,48.46013,-122.51952,474,117
2210,64.50222,-165.403976,880,116
2211,62.50368,-114.225711,125,8
2212,62.503992,-114.224563,88,8
2213,62.504101,-114.224306,77,8
2214,62.087152,-112.610336,4,-1
2215,61.20319,-150.011873,79,30
2216,61.20319,-150.011873,47,30
2217,61.20319,-150.011873,76,30
2218,61.20319,-150.011873,64,30
2219,62.50368,-114.225025,187,8
2220,51.240023,-115.492465,489,52
2221,51.241245,-115.493731,460,52
2222,51.240157,-115.492637,220,52
2223,42.61772,-83.826767,939,-1
2224,52.229344,-113.793411,310,-1
2225,46.593345,-87.379739,789,118
2226,46.592843,-87.379771,857,118
2227,46.580574,-87.384738,831,118
2228,51.492339,-78.758926,683,38
2229,51.492339,-78.758926,468,38
2230,51.492339,-78.758926,430,38
2231,46.635352,-87.466696,149,118
2232,46.635256,-87.466685,135,118
2233,46.635293,-87.466878,393,118
2234,62.548,-114.364462,10701,8
2235,62.479835,-114.373383,12529,8
2236,62.479775,-104.373447,11976,-1
2237,62.479775,-114.373447,13811,8
2238,62.479775,-114.373447,11294,8
2239,62.51309,-114.308209,4659,8
2240,62.538057,-114.141585,12734,8
2241,62.538057,-114.146585,11675,8
2242,62.51309,-114.308209,9181,8
2243,62.503738,-114.226306,68,8
2244,62.503722,-114.226298,79,8
2245,62.503747,-114.226278,128,8
2246,62.503711,-114.226331,64,8
2247,62.503811,-114.226456,70,8
2248,62.503741,-114.226476,68,8
2249,62.503702,-114.226339,80,8
2250,62.503675,-114.226362,98,8
2251,62.50373,-114.226656,73,8
2252,62.503716,-114.226537,79,8
2253,62.503686,-114.226331,139,8
2254,62.503686,-114.226331,77,8
2255,62.50373,-114.226539,128,8
2256,62.503747,-114.2266,91,8
2257,62.503719,-114.226298,74,8
2258,62.50393,-114.226123,126,8
2259,62.50393,-114.226123,89,8
2260,67.821497,-115.089825,4388,19
2261,67.821608,-115.089428,2479,19
2262,51.0815,-115.340167,123,52
2263,67.828338,-115.092612,474,19
2264,50.139814,-97.027881,1154,1
2265,60.722631,-135.183194,1908,31
2266,60.722631,-135.183194,209,31
2267,62.515877,-113.725334,71,8
2268,62.515891,-113.725289,63,8
2269,62.51588,-113.725312,161,8
2270,62.437409,-114.41927,31,8
2271,67.82885,-115.111903,591,19
2272,62.571261,-113.976845,101,8
2273,62.571261,-113.976767,59,8
2274,62.571236,-113.976767,118,8
2275,62.571236,-113.976767,108,8
2276,62.571236,-113.976764,122,8
2277,62.571263,-113.976734,150,8
2278,62.571244,-113.976803,219,8
2279,62.571222,-113.97672,106,8
2280,62.571263,-113.976784,128,8
2281,51.046594,-114.026348,4897,58
2282,48.676438,-89.467892,687,75
2283,48.062834,-88.645012,663,82
2284,48.062834,-88.645012,668,82
2285,43.367902,-86.186585,1021,77
2286,44.656598,-79.352926,200,60
2287,44.742347,-79.330168,196,60
2288,44.725103,-79.304959,272,60
2289,44.675824,-79.314208,254,60
2290,44.014176,-121.736863,15027,119
2291,44.014052,-121.737205,2357,119
2292,44.014048,-121.737037,2756,119
2293,44.544331,-89.273024,1152,120
2294,44.544331,-89.27296,1834,120
2295,39.785125,-95.890324,9446,112
2296,47.920426,-91.9752,560,27
2297,44.51441,-89.365249,854,120
2298,44.51441,-89.365249,765,120
2299,42.642182,-90.881588,332,121
2300,47.920426,-91.9752,544,27
2301,42.642182,-90.881588,350,121
2302,42.642182,-90.881588,272,121
2303,42.642182,-90.881588,331,121
2304,42.642182,-90.881588,543,121
2305,47.920426,-91.9752,1070,27
2306,42.642182,-90.881588,337,121
2307,42.642182,-90.881588,346,121
2308,47.920426,-91.9752,565,27
2309,44.51441,-89.365249,2545,120
2310,47.920426,-91.9752,550,27
2311,47.920426,-91.9752,620,27
2312,44.51441,-89.365249,738,120
2313,47.851902,-90.106987,183,-1
2314,47.920426,-91.9752,868,27
2315,47.920426,-91.9752,752,27
2316,47.920426,-91.9752,718,27
2317,44.67468,-79.312298,2826,60
2318,48.678678,-72.473995,3731,-1
2319,44.828604,-87.620773,115,98
2320,50.018987,-96.87919,95,1
2321,50.018987,-96.87919,96,1
2322,47.920426,-91.974706,12869,27
2323,47.920426,-91.9752,961,27
2324,47.920426,-91.9752,600,27
2325,47.920426,-91.9752,673,27
2326,47.920426,-91.9752,635,27
2327,48.307903,-122.716351,171,117
2328,47.920426,-91.9752,601,27
2329,48.307903,-122.716351,111,117
2330,49.125595,-123.199181,1335,22
2331,48.307903,-122.716351,108,117
2332,47.920426,-91.9752,640,27
2333,47.920426,-91.9752,634,27
2334,48.307903,-122.716351,107,117
2335,45.856512,-92.792222,475,-1
2336,47.920426,-91.9752,811,27
2337,44.681775,-79.31955,651,60
2338,47.920426,-91.9752,874,27
2339,49.973797,-98.672859,671,-1
2340,47.920426,-91.9752,616,27
2341,48.442824,-120.195107,297,103
2342,47.246719,-72.480537,232,122
2343,47.246719,-72.480537,330,122
